id,d1,hispanic,race,racethn,nativity,racethn2,q1a,q1b,q1c,q1d,q1e,q2,q3,q4a,q4b,q4c,q5,q6,q6a,q8,q10a,q10b,q10c,q10d,q11,end_q11,q12,q13,q14,end_q14,vacc1,q16,q17,end_q17,vaches,q18,q19,vacc2,q20a,q20b,q23,q22,q24,q25,end_q25,q26a,q26b,q26c,q26e,q26f,q26g,q26h,employ,recemploy,selfemploy,q27,q28a,q28b,q28c,q28d,q28e,q28f,end_q28,q29,q30,q31a,q31b,q31c,q32a,q34a,q34b,q34c,q34d,q34e,q34f,q34g,q34h,q35,end_q35,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2,voted2ot,q33,q33ot,religionimp,bornagain,essential,heal1a,essential2,delayedcare,care,careot,coverage,agecov,covtype,agecovtype,rgender,gendervar,lgbt,flu,test1,test3,coviddeath,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,int1,int3,curlangx,hhadults,int,length,cstate,cregion,intvwdate,timezoneid,sample,userdata,bident1,bssrs_match_code,sstate,sregion,sdivision,stz,bmsc,bprepaid_cell_flag,bactivity_flag_detailed,bactivity_flag_summary,bcdcusr,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,bident4,gotvax,vaxtry,vaxtry2,vaxprefpos,vaxprefneg,anyvax,vaches_rec,vaches_rec2,essentialnonhc,healthworker,workertype,knowvacc,clsknowvacc,recage6,lang,Division,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,USR,USR_NEW,state
00042819,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","No, does not have enough","Yes, has enough","Yes, has enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally underestimated,"No, is not being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Yes,201,No, , ,12,"No, have not gotten the vaccine", ,Less than 15 minutes,30,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,92, , , , , , , ,Employed part-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,43,Minor differences,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,49, ,18-64,30-49,45-54,40-59,45-64,Yes,Widowed,Yes,"Yes, voted",Joe Biden, ,Small town, ,Not too important,"No, not born-again or Evangelical",Yes,No,An office environment,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",No, ,"Yes, someone else in my household has a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone", , ,English,3,Yes,909,California,West,210317,71,Cell phone,Main Hi Else,Else,54118434,California,West,Pacific, , ,Unknown,A7,A,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,1.2777,95.991,1.8078,3.3662,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,Pacific,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,CALIFORNIA,Suburban,Suburban,1
00042830,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough",More to help people living in and around large cities,No,15 minutes to under 30 minutes,15 minutes to under 30 minutes,15 minutes to under 30 minutes,Somewhat worried,Some of the time,No,Generally underestimated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,303,Yes - major impact,Yes,You couldn't find a provider,102,"Yes, got both doses of a two-dose vaccine",15 minutes to under 30 minutes, ,41, , ,Getting vaccinated is a personal choice, , , , , , , ,22, , , , , , , ,Employed full-time,EMPLOYED,"Yes, self-employed","No, should not be allowed to require vaccination", , , , , , ,50, , , , , , , , , , , , , , , ,0,60, ,18-64,50-64,55-64,60-69,45-64,No,Married,Yes,"Yes, voted",Donald Trump, ,Small town, ,"Very important, but not the most important","No, not born-again or Evangelical",Yes,"Yes, both myself and someone else in my household work in health care delivery", ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan,Man,MALE,No,No,"Yes, someone else I know tested positive",Yes,Yes,"Yes, I have a serious health condition",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Liberal,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",Yes, ,English,2,Yes,1208,Oklahoma,South,210315,65,Cell phone,Main Hi Else,Else,54002374,Oklahoma,South,West South Central, , ,Unknown,A7,A,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,1.5671,61.081,1.1504,2.142,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,Yes,Health care worker,Personally vaccinated,Else,40-64,English,West South Central,CPO,CPO HH,Non-core,Rural (CDC=4-6),CELL RDD,OKLAHOMA,Rural,Rural,1
00042897,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough",Don't know, , , , , ,Not at all worried,Every time,Don't know,Generally exaggerated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,161,No, , ,11,"Yes, got one-dose vaccine",Less than 15 minutes, ,27, , ,Getting vaccinated is a personal choice, , , , , , , ,14, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination", , , , , , ,28, , , , , , , , , , , , , , , ,0,63, ,18-64,50-64,55-64,60-69,45-64,No,Married,Yes,"Yes, voted",Donald Trump, ,Rural, ,Not at all important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,Yes,No,No, ,"Yes, I have a serious health condition",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"Yes, has a home telephone", , ,English,3,Yes,762,Ohio,North Central,210318,62,Cell phone,Main Hi Else,Else,54044512,Ohio,North Central,East North Central, , ,Prepaid Cell Phone,A7,A,Urban (CDC 1),Federal,Yes,Yes - Republican Governor,Yes,.7013,36.835,.6937,1.2917,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Other employed,Personally vaccinated,Personally vaccinated,40-64,English,East North Central,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,OHIO,Suburban,Suburban,1
00042901,Female,No,Asian,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough","Yes, has enough", , , , , ,Very worried,Every time,Yes,Generally underestimated,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,205,Yes - minor impact,No, ,34,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,33,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Do not have enough information,Do not have enough information,Not sure,Yes,No,You did not meet the eligibility requirements,142, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,40,Not sure,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,26, ,18-64,18-29,25-34,18-39,18-29,No,Living with a partner,No, , , ,Urban, ,Somewhat important,"No, not born-again or Evangelical",No,No, ,No,A neighborhood clinic or health center, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,No,"Yes, I tested positive",No, ,No one in household has a serious health condition,Don't Know,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$90,000 to less than $100,000",$90K+, , ,"No, no home telephone", , ,English,2,Yes,1158,New Jersey,Northeast,210320,63,Cell phone,Main Hi Else,Else,54035300,Indiana,North Central,East North Central, , ,Prepaid Cell Phone,A7,A,Rural (CDC 4-6),State,Yes,Yes - Democratic/Independent,No,.8601,65.836,1.2399,2.3087,N/A,Has not been vaccinated,Tried but could not get appointment,Tried but could not get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,Mid Atlantic,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,NEW JERSEY,Urban,Suburban,NEW JERSEY
00042940,Male,Yes,White,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","Yes, has enough", , , , , ,Very worried,Most of the time,Yes,Generally underestimated,"No, is not being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly",Yes,190,Yes - major impact,No, ,36,"No, have not gotten the vaccine", ,Less than 15 minutes,27,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Do not have enough information,Not sure,No, , ,83, , , , , , , ,Unemployed and currently seeking employment,UNEMPLOYED, ,"Yes, should be allowed to require vaccination", , , , , , ,47,No differences,No preference,Probably get it,Definitely get it,Definitely not get it, , , , , , , , , , ,0,45, ,18-64,30-49,45-54,40-59,45-64,Yes,Married,No, , , ,Suburban, ,"Very important, but not the most important","Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65,Man,MALE,No,No,"Yes, I tested positive",Yes,Yes,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone", , ,Spanish,4,Yes,1105,Virginia,South,210317,62,Cell phone,OS Hi AA,AA OS,55017544,District Of Columbia,South,South Atlantic, , ,Prepaid Cell Phone,A7,A,Urban (CDC 1),Partnership,Yes,Yes - Democratic/Independent,No,.225,5.3665,.1011,.1882,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Johnson and Johnson vaccine,Else,Got vaccine/ASAP,ASAP,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,Spanish,South Atlantic,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD OS,VIRGINIA,Urban,Urban,1
00042962,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","No, does not have enough","No, does not have enough","Yes, has enough","Yes, has enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,188,No, , ,14,"Yes, got first of two doses",15 minutes to under 30 minutes, ,40, , ,Getting vaccinated is a personal choice, , , , , , , ,20, , , , , , , ,Retired,RETIRED, ,Don't know, , , , , , ,30, , , , , , , , , , , , , , , ,0,64, ,18-64,50-64,55-64,60-69,45-64,No,Divorced,Yes,"Yes, voted",Joe Biden, ,Small town, ,The most important thing in your life,"Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,MEDICAID,Medicaid/State-specific Medicaid name,Woman,FEMALE,No,Yes,"Yes, I tested positive",No, ,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone", , ,English,1,Yes,701,Georgia,South,210320,62,Cell phone,Main Hi Else,Else,54061222,Georgia,South,South Atlantic, , ,Unknown,A7,A,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,1.5211,20.604,.388,.7225,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Personally vaccinated,40-64,English,South Atlantic,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,GEORGIA,Urban,Urban,1
00043071,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough", , , , , ,Not too worried,Every time,Yes,Generally exaggerated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Don't know,Yes,164,Yes - major impact,No, ,30,"No, have not gotten the vaccine", ,Less than 15 minutes,30,"Only get the vaccine if you are required to do so for work, school, or other activities", ,Getting vaccinated is a personal choice,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Not sure,No, , ,91,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not too concerned,Not too concerned,Somewhat concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination","No, not more likely","Yes, more likely", ,"No, not more likely","Yes, more likely","Yes, more likely",224,Not sure,Slight preference,Probably get it,Probably get it,Probably not get it,Preference based on brand name/reputation,"No, not more likely","No, not more likely","No, not more likely","Yes, more likely","Yes, more likely","Yes, more likely","No, not more likely","Yes, more likely","No, not more likely",144,23, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Yes,"No, did not vote", , ,Small town, ,Somewhat important,"No, not born-again or Evangelical",Yes,No,Retail environment,No,A hospital emergency room, ,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65,Woman,FEMALE,Yes,No,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone", , ,English,1,Yes,1302,Pennsylvania,Northeast,210316,62,Cell phone,Main Hi Else,Else,54053853,Pennsylvania,Northeast,Mid Atlantic, , ,Prepaid Cell Phone,A7,A,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,1.4022,36.263,.683,1.2717,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Johnson and Johnson vaccine,Else,Only if required,Only if required,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,Mid Atlantic,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,PENNSYLVANIA,Suburban,Suburban,1
00043098,Male,No,Other or mixed race,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough", , , , , ,Somewhat worried,Most of the time,No,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,288,Yes - minor impact,No, ,33,"No, have not gotten the vaccine", ,Are you not sure how far away the nearest vaccination site is?,39,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Do not have enough information,Do not have enough information,Not sure,No, , ,83,Not at all concerned,Somewhat concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Unemployed and currently seeking employment,UNEMPLOYED, ,"Yes, should be allowed to require vaccination", , , ,"Yes, more likely","Yes, more likely","Yes, more likely",214,Not sure,Slight preference,Probably get it,Probably get it,Probably get it,More convenient/easier,"Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","No, not more likely",155,25, ,18-64,18-29,25-34,18-39,18-29,No,Never been married,Yes,"Yes, voted",Donald Trump, ,Small town, ,Not at all important,"No, not born-again or Evangelical", ,No, ,No,A retail clinic at a place like CVS or Walgreens, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (Vol),Man,MALE,Yes,No,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone", , ,English,1,Yes,1517,Pennsylvania,Northeast,210320,62,Cell phone,Main Hi Else,Else,54084110,Pennsylvania,Northeast,Mid Atlantic, , ,Unknown,A2,A,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,1.5671,25.98,.4893,.9111,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Wait and see,Wait and see,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,Mid Atlantic,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,PENNSYLVANIA,Suburban,Suburban,1
00043178,Male,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","No, does not have enough","No, does not have enough",Don't know,Don't know,"No, does not have enough", , , , , ,Not at all worried,Every time,Don't know,Generally underestimated,"No, is not being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Don't know,No,222,No, , ,12,"No, have not gotten the vaccine", ,Less than 15 minutes,26,Definitely not get the vaccine,Other,Getting vaccinated is a personal choice,"Yes, someone else I know, not a family member or close friend, has been vaccinated",Have enough information,Have enough information,Not sure,No, , ,96,Not at all concerned,Very concerned,Not applicable (Vol.),Not at all concerned,Not at all concerned,Not too concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",296,Not sure, ,Definitely not get it,Definitely not get it,Definitely not get it, ,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",190,53, ,18-64,50-64,45-54,40-59,45-64,No,Married,Yes,"Yes, voted",Refused, ,Urban, ,"Very important, but not the most important","Yes, born-again or Evangelical",Yes,"Yes, both myself and someone else in my household work in health care delivery", ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,Yes,"Yes, someone else in my household tested positive",Yes,Yes,"Yes, I have a serious health condition",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$50,000 to less than $75,000",$40K-$89K, , ,"No, no home telephone", , ,English,2,Yes,1945,Washington,West,210318,62,Cell phone,Main Hi AA,AA,52018711,District Of Columbia,South,South Atlantic, , ,Unknown,A7,A,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,.6796,10.097,.1902,.3541,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Else,Definitely not,Definitely not,No,Yes,Health care worker,Know someone vaccinated,No one close vaccinated,40-64,English,Pacific,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,WASHINGTON,Urban,Urban,1
00043253,Female,Yes,Don't Know,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough",Don't know, , , , , ,Very worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Yes,325,Yes - major impact,No, ,54,"No, have not gotten the vaccine", ,30 minutes to under an hour,35,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone in my household has been vaccinated",Have enough information,Have enough information,Not sure,No, , ,105,Very concerned,Very concerned,Very concerned,Very concerned,Not too concerned,Very concerned,Very concerned,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT, ,"Yes, should be allowed to require vaccination", , , ,"Yes, more likely","Yes, more likely","Yes, more likely",272,Major differences,No preference,Probably get it,Probably get it,Probably get it, ,"Yes, more likely","No, not more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely",223,31, ,18-64,30-49,25-34,18-39,30-44,Yes,Married,No, , , ,Rural, ,"Very important, but not the most important","Yes, born-again or Evangelical", ,No, ,No,A neighborhood clinic or health center, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,Yes,No,No, ,"Yes, I have a serious health condition",Don't Know,Don't Know,UNDESIGNATED,UNDESIGNATED,Conservative,Less than high school (Grades 1-8 or no formal schooling),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone", , ,Spanish,3,Yes,2096,Kansas,North Central,210322,65,Cell phone,Main Hi Else,Else,54012598,Kansas,North Central,West North Central, , ,Prepaid Cell Phone,A7,A,Rural (CDC 4-6),Federal,No/Maybe,No/Maybe,Yes,.8432,24.429,.4601,.8567,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Wait and see,Wait and see,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,18-39,Spanish,West North Central,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,KANSAS,Urban,Urban,1
00043325,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","No, does not have enough","Yes, has enough","Yes, has enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,203,No, , ,16,"No, have not gotten the vaccine", ,Less than 15 minutes,35,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Do not have enough information,Not eligible,No, , ,95, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination", , , , , , ,51,Minor differences,Slight preference,Probably get it,Probably get it,Definitely get it,Prefer one-does/one-shot vaccine (general), , , , , , , , , ,0,58, ,18-64,50-64,55-64,40-59,45-64,No,Married,Yes,"Yes, voted",Joe Biden, ,Suburban, ,Not at all important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,Yes,No,No, ,"Yes, someone else in my household has a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone", , ,English,2,Yes,1163,Maryland,South,210319,62,Cell phone,OS Hi AA,AA OS,55035626,District Of Columbia,South,South Atlantic, , ,Unknown,A7,A,Urban (CDC 1),State,Yes,Yes - Republican Governor,No,.6796,2.801,.0528,.0982,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,South Atlantic,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD OS,MARYLAND,Suburban,Suburban,1
00043458,Female,Yes,White,HISPANIC,Puerto Rico,HISPANIC - BORN IN US,"Yes, has enough","Yes, has enough",Don't know,Don't know,Don't know, , , , , ,Somewhat worried,Every time,Yes,Generally exaggerated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Don't know,360,Yes - minor impact,No, ,45,"No, have not gotten the vaccine", ,Less than 15 minutes,48,Get the vaccine as soon as you can, ,Getting vaccinated is a personal choice,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,107, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,49,Not sure,Strong preference,Definitely get it,Definitely get it,Definitely get it,More convenient/easier, , , , , , , , , ,0,86, ,65+,65+,65+,75+,65+,No,Married,Yes,"No, did not vote", , ,Rural, ,Somewhat important,"Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance, ,Medicare, ,Woman,FEMALE,No,Yes,No,No, ,"Yes, someone else in my household has a serious health condition",Refused,Refused,UNDESIGNATED,UNDESIGNATED,Refused,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Don't Know,DK/RF, , ,"No, no home telephone", , ,English,3,Yes,1507,Florida,South,210318,62,Cell phone,Main Hi Else,Else,54075904,Florida,South,South Atlantic, , ,Prepaid Cell Phone,A7,A,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,.8432,18.597,.3502,.6522,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,65+,English,South Atlantic,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,FLORIDA,Suburban,Suburban,1
